397	1	If you could learn some new skill, what would that be?	what is this question ?
398	3	If you have problems at your workplace, how and to whom would you communicate it?	who was your friend ?
399	1	When was the last time you thought outside the box and how did you do it? Why?	what did the judges want to do with the judges ?
400	2	Who has inspired you in your life and why?	how many people have inspired you ?
401	3	When was the last time you thought outside the box and how did you do it? Why?	what was the main reason for your work ?
402	1	What situations make you angry?	what do you help always do ?
403	1	What matters to you more - job satisfaction or salary?	what is one of the main effects of work ?
404	3	What do people most often criticize about you?	how did you compare to everyone ?
405	1	What matters to you more - job satisfaction or salary?	Do they affect the low salary satisfaction and low job in depression
406	3	Tell us about a situation when your work has been criticized.	Has anyone used this with a web development
407	2	Do you consider yourself successful? Why?	is it good for a successful person
408	2	Where do you see yourself five years from now?	what is one of the effects of the output ?
409	1	What was the toughest decision you ever had to make?  	Do you have any short term goals goals
410	1	Are you a risk taker or do you stay away from risk?	what do you believe will put me out of your ?
411	2	Tell me about a time you took the lead in a team project. What was the project outcome?	what was the purpose of a senior you ?
412	2	Are you a risk taker or do you stay away from risk?	Is this high risk involved to organised
413	2	Do you consider yourself successful? Why?	is it good for a successful person
414	1	Do you consider yourself successful? Why?	is it good for a successful person
415	1	Are you a self-motivator?	what kind of score does you have ?
416	1	What is your dream job?	Is the dream job a good dream job
417	2	What is the difference between confidence and over-confidence?	what is overconfidence ?
418	2	Have you ever made a mistake? How did you handle it?	Does anyone know if this is confident
419	3	Describe a decision you made that was a failure. What happened and why?	Is the team randomly chosen
420	1	How do you feel about working under a person who is younger to you?	what greatness greatness in greatness ?
421	3	How will you make the best of this job?	what is one of your goals ?
422	1	Tell me about a time you took the lead in a team project. What was the project outcome?	Do you have to remove the team to work or will it work on the limited time 
423	3	How would you be an asset to this organisation?  	Is this first time you try to impact the world or is it just like the rest of the world?
424	1	Are you a self-motivator?	Is there any external motivation of my heart of the heart rate of this watch?
425	2	Describe a decision you made that was a failure. What happened and why?	How long does it take to set-up?
426	1	When was the last time you thought outside the box and how did you do it? Why?	what was the first self to our mind ?
427	2	Do you consider yourself successful? Why?	how do you feel that you have n't achieved ?
428	1	How much do you value time at work?	how is time very valuable ?
429	2	What motivates you to do a good job?	what is the difference between self and continuos ?
430	3	Describe a time when your workload was heavy and how you handled it.	when do we need to manage the workload ?
431	1	What are your views about further studies?	How good is the durability?
432	2	What obstacles or difficulties have you ever faced in communicating your ideas?	Has anyone found actual possible proof that it is possible to implement after some days of research with this program?
433	3	Give an example of how you worked in team.	what was the focus of the project ?
434	1	If you could learn some new skill, what would that be?	what did you do to music ?
435	3	When was the last time you thought outside the box and how did you do it? Why?	what was the main reason for your work ?
436	3	How would you convince your client with your ideas?	what did you believe can be done from it ?
437	3	Why shouldn't I hire you?	how long have you worked to get your deliverable ?
438	2	Describe a time when your workload was heavy and how you handled it.	what is one of the main effects of your work ?
439	3	What are your views about further studies?	Can this be used to learn on society
440	1	What is the biggest challenge you have faced so far?	what would have to be making your project ?
441	1	How much do you value time at work?	what is essential to success ?
442	1	What was the toughest decision you ever had to make?  	Does it take big decisions
443	1	How do you handle change?	what is the only constant in life ?
444	1	What are the strategies you think one should have to perform well in such an interview?	what must a person do to a system ?
445	1	Where do you see yourself five years from now?	Would this be useful for a dream college college student?
446	1	Do you consider yourself lucky?	what is you enough to make your own choices ?
447	1	Describe a difficult work situation / project and how you overcame it.	what do your want to do ?
448	1	Give an example of a time you went well out of your way to ensure a project was completed or a customer received the best possible service from you.	what was the last project ?
449	3	Give an example of how you worked in team.	what was the focus of the project ?
450	2	Do you consider yourself successful? Why?	how do you feel that you have n't achieved ?
451	2	What do you do if you disagree with your boss?	what is non confrontational way ?
452	3	How would you be an asset to this organisation?  	Does it have positive criticism
453	3	Give an example of how you worked in team.	what was the focus of the project ?
454	3	How would you be an asset to this organisation?  	have been used for what for 3 years ?
455	3	How do you feel about working under a person who is younger to you?	what kind of work did you appreciate ?
456	2	How would you be an asset to this organisation?  	what is one of your goals ?
457	1	How do you balance life and work?	Can this be used to make a life table and work at a time?
458	3	 Why shouldn't I hire you?	what do you believe it have a tendency to do ?
459	1	Why shouldn't I hire you?	Will this work on a workplace
460	1	What can you do better for us than the other candidates for the job?	what did you claim me very good about ?
461	3	What do you do if you disagree with your boss?	Is this a polite disagreement
462	2	What was the toughest decision you ever had to make?  	what was your toughest decision at your time ?
463	3	How will you perform under pressure? Will it affect your performance?	How easily can you adapt to any person?
464	2	Tell us about a situation when your work has been criticized.	what did you want to accomodate ?
465	3	Why shouldn't I hire you?	how long have you worked to get your deliverable ?
466	1	What are the strategies you think one should have to perform well in such an interview?	what is an example of a person who believes that hand will automatically give confidence ?
467	1	Explain how would you be an asset to this organisation?	what can a person do with people who do not do with people ?
468	3	Give me an example of a time when you had to be quick in coming to a decision. What obstacles did you face?	what did our teacher say we had bunked ?
469	2	Why should you be hired from outside when someone could be promoted within the same organisation?	do you think this is a good skill set?
470	3	What is the biggest challenge you have faced so far?	what is the main reason that you ca n't worry about things ?
471	2	 Give an example of a goal you did not meet and how you handled it.	what is a part of training ?
472	2	What do you do if you disagree with your boss?	what is non confrontational way ?
473	2	What are the qualities that you seek in your manager?	Is there any understanding if this would work with hearing aid and understanding the various approaches
474	3	Are you a risk taker or do you stay away from risk?	what do you think you would definitely take ahead ?
475	2	Are you a self-motivator?	Is this a better version than the stronger version?
476	2	What are the strategies you think one should have to perform well in such an interview?	what does it mean to do in the company ?
477	2	Describe a situation in which you had to arrive at a compromise or help others to compromise. What was your role? What steps did you take? What was the result?	Has anyone tried this to go out of the country for higher studies
478	3	Are you a risk taker or do you stay away from risk?	Is this safe to use at all times?
479	2	Tell me about a time you took the lead in a team project. What was the project outcome?	Has anyone completed the project within the work process?
480	1	What are the qualities that you seek in your manager?	what is another name for `` smart '' ?
481	1	What do people most often criticize about you?	can you hear a lot of times
482	3	 Give an example of a goal you did not meet and how you handled it.	what did you think was more focused on ?
483	2	Are you a self-motivator?	Is this a better version than the stronger version?
484	1	Describe a difficult work situation / project and how you overcame it.	what was wrong and you was wrong ?
485	1	What is the biggest challenge you have faced so far?	what has been an issue for me mainitaining ?
486	1	What do people most often criticize about you?	what type of things were too excited ?
487	3	How will you make the best of this job?	what is one of your goals ?
488	3	Where do you see yourself five years from now?	How do you know if the project output is delivering the expected output and delivering out?
489	1	How will you perform under pressure? Will it affect your performance?	what starts to build up then you will make your time ?
490	1	Are you a self-motivator?	Is there any external motivation of my heart of the heart rate of this watch?
491	3	What are your views about further studies?	what will a standing impression do ?
492	1	Can you describe a situation in which you made a decision and it was a failure ? 	what did bell move your mind to ?
493	1	What are the changes you would like to bring in this institute?	what is the institute of clubs ?
494	1	Describe a decision you made that was a failure. What happened and why?	what did we do in our college college ?
495	1	What is the difference between confidence and over-confidence?	what is an example of a sentence ?
496	1	Have you ever made a mistake? How did you handle it?	what did you have to handle in his exams ?
497	1	Tell me about a time when you misjudged a person.	how has you nt nt ?
498	3	How do you feel about working under a person who is younger to you?	what do we do to go of our ego ?
499	2	Do you consider yourself successful? Why?	how do you feel that you have n't achieved ?
500	2	Do you consider yourself lucky?	what is one of the things nothing that nothing has come to have ?
501	1	How would you be an asset to this organisation?  	Does anyone know if this would be good for a beginner?
502	3	What do people most often criticize about you?	what type of things were too excited ?
503	1	Have you worked with someone unprofessional, how did you handle it?	what is the name of the sanskriti club ?
504	3	What was the toughest decision you ever had to make?  	Does it take big decisions
505	2	What strategies would you use to motivate your team?	what does rewards do in an individual ?
506	2	Are you a self-motivator?	what do you keep yourself ?
507	2	What motivates you to do a good job?	what is the difference between self and continuos ?
508	3	Why shouldn't I hire you?	what has your work done ?
509	2	What are the strategies you think one should have to perform well in such an interview?	what must a person do to a system ?
510	2	In what ways are you an organised or disorganised person?	is this an organised person
511	1	What do you do if you disagree with your boss?	Is there a situation to try to understand the point of view of the view when it is in the dark?
512	3	What is the biggest challenge you have faced so far?	What is the difference between the biggest challenge and the professional challenge game?
513	2	Tell me about a time you took the lead in a team project. What was the project outcome?	what was the purpose of a senior you ?
514	1	What matters to you more - job satisfaction or salary?	what does money does money does not do ?
515	2	Have you ever made a mistake? How did you handle it?	Is there any way to make a mistake when it is right in the picture?
516	3	How do you balance life and work?	what do you believe you balance ?
517	3	How would you be an asset to this organisation?  	have been used for what for 3 years ?
518	2	What is the difference between confidence and over-confidence?	Is this blind trait
519	1	How do you define success and how do you measure upto your own definition? 	Has anyone started started properly with this at reasonable level?
520	2	Why should I hire you?	Would this be a good choice for a capable person to test with?
521	3	How would you be an asset to this organisation?  	what is the goal of your work ?
522	1	Tell me about a time you took the lead in a team project. What was the project outcome?	Has anyone completed the project within the work process?
523	1	Why will you resign from a job?	How good is the durability?
524	3	 Give an example of a goal you did not meet and how you handled it.	How long does it take to deliver the project
525	2	How do you define success and how do you measure upto your own definition? 	what did you do at your definition ?
526	1	Have you worked with someone unprofessional, how did you handle it?	Is it kept professionally professionally
527	2	What motivates you to do a good job?	Would the security flexibility work well for security purposes?
